"topic"	"V1"	"V2"	"context"
"motor/noun/ad19990724/49240"	22.648746151626	1.41746248565722	"Wanneer de <font color=red><b>motor</b></font> op toeren wordt gejaagd , verandert dat in een kakofonie van rauwe mechanische geluiden die het beste kan worden omschreven als ` een bult kabaal ' ."
"motor/noun/ad19990812/38320"	-25.978394573362	-15.9067920541204	"De man stapte in de etappe van dinsdag van zijn <font color=red><b>motor</b></font> om de renners met een vlag te waarschuwen voor een verkeerd geparkeerde auto ."
"motor/noun/ad19990814/3553"	-36.8848507692189	-53.2966624495778	"Daarna gaat het beter en de <font color=red><b>motor</b></font> fluit , giert en brult van twee naar drie , naar vier en naar vijf ."
"motor/noun/ad19990823/21088"	45.9123647991437	18.7376982066362	"De <font color=red><b>motor</b></font> van de grootbank draait echter niet overal op volle toeren ."
"motor/noun/ad19990823/5368"	50.4323227419717	-22.3423262358167	"Niet gek voor een <font color=red><b>motor</b></font> die van oorsprong in een zijspan hoort " , straalde hij bij de persconferentie ."
"motor/noun/ad19990904/2981"	-37.0025914720146	-13.9036622290591	"Door de rijwind , in combinatie met de brullende <font color=red><b>motor</b></font> ."
"motor/noun/ad19990909/23095"	-37.292520377375	-29.8853560581441	"De dames richtten tamelijk uitgebreide maaltijden aan op landelijk gelegen , zeer Britse lokaties als vliegvelden voor vintage dubbeldekkers en cricketclubs , die ze bezochten op Jennifers <font color=red><b>motor</b></font> , met Clarissa in de zijspan geperst ."
"motor/noun/ad19990911/59673"	27.7701149541753	-5.68426430854234	"De versie met de nieuwe 2.2 16V levert minder vermogen aan de achterwielen dan de 3.0 V6 , maar wanneer de <font color=red><b>motor</b></font> op toeren wordt gehouden , kan hij redelijk meekomen met zijn snellere broer ."
"motor/noun/ad19990925/51668"	42.195382447146	-50.0583365570815	"Hij heeft nog een leuke : als je voor een rood licht staat te wachten , de <font color=red><b>motor</b></font> uitzetten ( in Zwitserland is dat verplicht ) ."
"motor/noun/ad19990925/51831"	26.0652609011559	-1.57165876042195	"De verklaring is simpel : bij 2500 toeren is de trekkracht van de <font color=red><b>motor</b></font> al ( bijna ) maximaal , dus is het zaak dat zo gauw mogelijk te halen door het gas diep ( driekwart of vol ) in te trappen en dus heel snel achter elkaar te schakelen ."
"motor/noun/ad19990925/54661"	8.06279098134353	-21.1774851740927	"De <font color=red><b>motor</b></font> is niet te rumoerig en aangenaam zuinig ."
"motor/noun/ad19991021/67270"	15.5604854699414	-3.17153259367007	"De premie wordt gekoppeld aan het vermogen van de <font color=red><b>motor</b></font> en niet langer aan de cilinderinhoud ."
"motor/noun/ad19991023/306"	69.2299861999059	10.0887023162398	"Het resultaat is de Arnage Red Label met een 405 pk sterke <font color=red><b>motor</b></font> en een trekkracht zo hoog , dat geen enkel andere vierdeurs limousine daaraan kan tippen ."
"motor/noun/ad19991023/55359"	4.81274975133035	-54.6869591728204	"Het blijft een nette wagen die strak stuurt , nauwelijks overhelt in bochten en met de standaard twee liter <font color=red><b>motor</b></font> snel van kiet gaat ."
"motor/noun/ad19991028/69472"	8.88784172003171	18.7308289064808	"SAMEN MET ZIJN zoon Joaquim Cooder , rijdt muzikant en producent Ry Cooder op een <font color=red><b>motor</b></font> met zijspan een Cubaanse straat in ."
"motor/noun/ad19991030/45965"	-22.3564137142791	23.5185947633637	"In een perfecte opstelling met duidelijke informatie is de ` kanaalmanie ' te zien met een sluisje , <font color=red><b>motoren</b></font> , trekpaarden , goederen en het gezinsleven aan boord ."
"motor/noun/ad19991030/969"	23.1035684518704	-28.9184567289725	"De auto hobbelt , de <font color=red><b>motor</b></font> pruttelt ."
"motor/noun/ad19991104/68857"	-5.16361862009786	58.4628932691517	"Hall liet ook weten dat bij de tussenstop in Los Angeles twee banden waren verwisseld en verder dat de bemanning de onderhoudsmonteurs erop had gewezen dat het inversiemechanisme in een van de <font color=red><b>motoren</b></font> defect was , dat er problemen waren met het linker aircosysteem en met de waarschuwingslampjes ."
"motor/noun/ad19991106/3624"	43.7981216963147	-14.896310226969	"Je kunt er heel rustig mee wegrijden en dan hoor je de <font color=red><b>motor</b></font> nauwelijks , want de CVT zorgt voor minimale toeren ."
"motor/noun/ad19991106/66399"	21.2906906378185	-28.7216498032045	"Wanneer de <font color=red><b>motor</b></font> stationair draait , is deze nauwelijks hoorbaar ."
"motor/noun/ad19991127/27385"	63.2958834924287	21.4517103598636	"Op het internet is nog 6 dagen lang te zien hoe autofabrikant Nissan een duurtest houdt van een <font color=red><b>motor</b></font> die in de nieuwe Nissan Almera zal worden gebruikt ."
"motor/noun/ad19991127/27399"	-14.2356072800271	34.7165589027906	"De <font color=red><b>motor</b></font> draait tijdens deze test 200 uur lang tussen de 5500 en 7000 toeren per minuut ."
"motor/noun/ad19991127/27439"	-31.1571586699871	33.7449235914375	"Elke vijf uur wordt de <font color=red><b>motor</b></font> even afgezet om het oliepeil te controleren ."
"motor/noun/ad19991127/40412"	-14.2327214682409	2.63281785169043	"De <font color=red><b>motor</b></font> heeft een uitlaat die onhoorbaar via het topje van de achterste mast de gassen loost ."
"motor/noun/ad19991127/70159"	9.53652683038217	-15.9930615315068	"De fabrikant heeft de <font color=red><b>motor</b></font> met opzet ` hoorbaar ' gehouden ."
"motor/noun/ad19991204/8455"	-3.43343994820282	-34.4459411177293	"De <font color=red><b>motoren</b></font> zijn nauwelijks hoorbaar , vooral omdat ze overstemd worden door rijwind en rolgeluiden van de banden ."
"motor/noun/ad20000107/8107"	30.5487842853116	-30.418147038195	"Niet alleen was hij in de greep van een stevige griep , tijdens de rit begon de <font color=red><b>motor</b></font> te sputteren ."
"motor/noun/ad20000108/17955"	9.17260789558247	-36.6408249739636	"Tijdens een eerste kennismaking blijkt dat de <font color=red><b>motor</b></font> over meer dan voldoende trekkracht beschikt ."
"motor/noun/ad20000108/17977"	-0.0249253356713617	-17.0919051844567	"De Clio dTi gaat zeer voortvarend te werk , zonder dat de <font color=red><b>motor</b></font> de ouderwetse irriterende dieselgeluiden maakt ."
"motor/noun/ad20000108/83265"	-48.6325878038769	-0.460450715009564	"Zowel <font color=red><b>motor</b></font> als berijder ogen uiterst realistisch en ook de tracks zien er razendknap uit ."
"motor/noun/ad20000113/36081"	-31.1247769762775	-47.7054734175229	"" Ik hoorde de <font color=red><b>motor</b></font> brullen , edelachtbare ."
"motor/noun/ad20000119/26347"	-1.88604852801894	-16.2027946563773	"" Maar ook geen achteruitgang , gezien de betrouwbaarheid van de <font color=red><b>motor</b></font> " , vindt de 30-jarige Bredanaar ."
"motor/noun/ad20000129/12817"	0.32910199435763	-23.7129428981628	"De Joice heeft een levendige <font color=red><b>motor</b></font> , maar hij maakte in de testauto soms een gierend geluid , vooral net na de koude start ."
"motor/noun/ad20000205/4159"	9.79086949808164	-53.5199538541749	"De zescilinder diesel van 3,2 liter met common-railtechniek is een wat aangepaste versie van dezelfde <font color=red><b>motor</b></font> die een half jaar geleden in de E-klasse debuteerde ."
"motor/noun/ad20000226/69396"	31.030814546916	-39.1213567976122	"Als een <font color=red><b>motor</b></font> nauwelijks mechanische geluiden maakt , is de kans op een miskoop klein ."
"motor/noun/ad20000226/70105"	-33.433229875559	31.5951707888028	"Het vormt een leuk opwarmertje voor de krachtproef die de 420 pk sterke <font color=red><b>motor</b></font> staat te wachten ."
"motor/noun/ad20000311/40586"	-48.2571403824527	18.9014952690404	"De <font color=red><b>motor</b></font> is verrassend pittig en hangt zó goed aan het gas , dat de voorwielen af en toe ongevraagd spinnen tijdens het wegrijden op nat wegdek ."
"motor/noun/ad20000318/274"	37.6363675394874	51.6016500586397	"Kap los , <font color=red><b>motor</b></font> starten en gaan ."
"motor/noun/ad20000318/82720"	-44.5597266007274	34.2640286342556	"Mensen van Nederlandse en Duitse afkomst die leven zonder de gemakken van de moderne tijd , zoals <font color=red><b>motoren</b></font> , elektriciteit en rubberen banden ."
"motor/noun/ad20000408/50960"	12.5236244450997	-10.2461205236027	"Vooral als van de <font color=red><b>motor</b></font> prestaties , of beter gezegd toeren worden verwacht , zoals bij een inhaalmanoeuvre of een heuvelklim ."
"motor/noun/ad20000415/3946"	-53.9754166010855	-5.31080841940422	"Zijn bijna onafscheidelijke <font color=red><b>motor</b></font> , waarmee hij van hot naar her reed , hielp hem daarmee ."
"motor/noun/ad20000415/61216"	12.4842862517165	-52.7849975124881	"Deze <font color=red><b>motor</b></font> geniet een uitstekende faam ."
"motor/noun/ad20000415/6840"	13.896348781165	-47.2168938190127	"Die trekkracht dankt de auto aan de indrukwekkende <font color=red><b>motor</b></font> : een 5,3 liter V8 met 273 pk en een koppel van 427 Nm bij 4000 toeren , gecombineerd met een viertraps automatische transmissie ."
"motor/noun/ad20000422/11412"	7.9281457719885	-53.8077622533478	"De 1,3 liter <font color=red><b>motor</b></font> past perfect bij het praktische karakter van deze auto ."
"motor/noun/ad20000428/30541"	-28.3146724386273	10.872460643712	"Het team rond Checa werd veranderd en de <font color=red><b>motor</b></font> werd volgens zijn wensen aangepast ."
"motor/noun/ad20000506/56313"	-41.5468187001164	24.897042465337	"En alles gebeurt bijna in alle stilte , soms is de <font color=red><b>motor</b></font> amper te horen ."
"motor/noun/ad20000510/26491"	-54.6144924736596	-6.78880138787853	"Hij rijdt de <font color=red><b>motor</b></font> nu voor anderen , voor het sportblad l`Equipe en voor de NOS/NOB ."
"motor/noun/ad20000513/51774"	14.8330887780363	-36.368267374412	"Het geluidsniveau valt een beetje tegen , de <font color=red><b>motor</b></font> en de rijwind zijn nadrukkelijk hoorbaar ."
"motor/noun/ad20000527/41505"	44.5164067791185	-13.0030291971054	"Wie rustig rijdt , hoort de <font color=red><b>motor</b></font> amper ."
"motor/noun/ad20000602/54515"	27.4490351600274	21.7263474934769	"Toch hing de zege in de eerste manche even aan een zijden draadje , omdat de <font color=red><b>motor</b></font> te veel lawaai zou produceren ."
"motor/noun/ad20000617/23961"	-31.051798857352	-3.55465048338533	"Edgar Davids toonde in maart vorig jaar aan dat hij de onbetwiste <font color=red><b>motor</b></font> in het middenrif van het Nederlands elftal was ."
"motor/noun/ad20000617/9621"	36.8803342246023	19.0565588676987	"De Verenigde Staten zijn de <font color=red><b>motor</b></font> van de wereldeconomie ."
"motor/noun/ad20000617/9629"	36.6327232415276	17.847899814794	"Die <font color=red><b>motor</b></font> draait op volle toeren ."
"motor/noun/ad20000621/39037"	-24.8849341590503	-12.1947543403865	"De politie greep hard in en dreef te voet , te paard en op de <font color=red><b>motor</b></font> de menigte van ongeveer 10.000 mensen uiteen met knuppels en rubberen kogels ."
"motor/noun/ad20000708/51110"	-10.753145211324	-57.1446248346827	"In Japan konden ze lange tijd alleen maar dromen van signalen dat de economische <font color=red><b>motor</b></font> op toeren begint te komen ."
"motor/noun/ad20000722/32467"	-14.8312171723855	-19.5878289374263	"Het lijkt wel of de <font color=red><b>motor</b></font> tussen je oren zit , al zit die in feite achter je ."
"motor/noun/ad20000807/39250"	-6.72546129465219	-23.5623524457104	"De <font color=red><b>motor</b></font> slaat af en ik voel me een enorme kluns ."
"motor/noun/ad20000812/19575"	-13.0203894228772	37.773159191529	"De <font color=red><b>motor</b></font> draait schijnbaar zonder wrijving en de uitlaat maakt een gecontroleerd sportief geluid , dat bij het loslaten van het gaspedaal overgaat in een omfloerste roffel ."
"motor/noun/ad20000814/3659"	-31.3307441829229	56.8703549494297	"Johan Museeuw is gisteren zwaar gewond geraakt door een ongeluk met zijn <font color=red><b>motor</b></font> ."
"motor/noun/ad20000819/54836"	9.42292305323812	-37.7797034437402	"De moderne zestienklepper is geen flitsende <font color=red><b>motor</b></font> , maar hij zorgt voor een redelijke trekkracht , waar de achtklepper het al heel gauw laat afweten ."
"motor/noun/ad20000902/62656"	-40.7734874018268	10.0503725111495	"Maar ook zeldzame voertuigen als de visvormige <font color=red><b>motor</b></font> waarmee een Letse coureur in 1955 met 222 kilometer per uur het wereldsnelheidsrecord op de openbare weg brak ; en de officiële limousine van de Amerikaanse ambassade in Moskou die de auto na jaren trouwe dienst aan de Russische Zil-fabriek schonken , waar de techniek dankbaar werd gekopieerd ."
"motor/noun/ad20000925/11790"	-27.4710286327833	-1.57311200877127	"Beide Kamerleden zijn het er over eens dat als het rekeningrijden tegen te houden is , er toch een uitzondering moet komen voor <font color=red><b>motoren</b></font> ."
"motor/noun/ad20000930/53983"	-25.8164641189054	-7.71459456380927	" <font color=red><b>Motoren</b></font> gieren op volle kracht en zand stuift op ."
"motor/noun/ad20000930/708"	3.37705598590213	-28.5381626687313	"Het is een opvallend pittige <font color=red><b>motor</b></font> , waarmee de Rio kranig en luid presteert ."
"motor/noun/ad20001010/29379"	16.8678079733766	40.618562964144	"De dader verdween achterop een gestolen <font color=red><b>motor</b></font> die uitgebrand werd teruggevonden ."
"motor/noun/ad20001010/29396"	16.2092675212203	39.6081032837572	"De politie vermoedt dat de nu aangehouden Eindhovenaar de <font color=red><b>motor</b></font> heeft ontvreemd ."
"motor/noun/ad20001109/48855"	11.5110766812908	-0.612556549526611	"Ik leerde op de <font color=red><b>motor</b></font> afremmen ."
"motor/noun/ad20001111/76171"	4.97623685446759	-51.3584929223354	"De 1,6 liter <font color=red><b>motor</b></font> reageert gewillig op het gaspedaal ."
"motor/noun/ad20001115/17623"	-8.93446211913992	20.6609657046727	"Een Palestijnse ambulance staat met draaiende <font color=red><b>motor</b></font> en zwaailichten te wachten op het dagelijks slachtoffer ."
"motor/noun/ad20001118/36053"	-5.57804151895416	-21.9512595716404	"En wachtend voor het stoplicht , slaat de <font color=red><b>motor</b></font> soms automatisch af ."
"motor/noun/ad20001202/979"	12.7455879663825	-26.4596384057316	"Deze <font color=red><b>motor</b></font> is een juweeltje : krachtig , lekker alert en een geweldig geluid ."
"motor/noun/ad20001209/76787"	69.1623826076784	11.5436888117862	"Het werkelijke genieten begint met de Cupra Leon 4 bij het beleven van de sportieve wegligging en de krachtig neuriënde en soms melodieus brullende zescilinder <font color=red><b>motor</b></font> ."
"motor/noun/ad20001230/58679"	32.0653965453458	-33.5888990258652	"Het geluid van <font color=red><b>motor</b></font> en rijwind blijft binnen de perken ."
"motor/noun/ad20010113/5621"	47.4392999255026	-21.0989287122421	"De <font color=red><b>motor</b></font> doet het voorbeeldig ."
"motor/noun/ad20010113/5693"	-12.9448213273307	-42.7638194614371	"De <font color=red><b>motor</b></font> is niet altijd even stil , hetzelfde geldt voor de rijwind ."
"motor/noun/ad20010210/23845"	-38.3438256411229	-4.30186104695232	"Het Europees Parlement wil volgende week in een resolutie vastleggen dat de CO2-uitstoot van <font color=red><b>motoren</b></font> in een paar etappes ( 2003 ; daarna 2006 ) fors omlaag moet ."
"motor/noun/ad20010217/12079"	-31.3125830499965	52.7694639825546	"Als de plannen in 2020 zijn gerealiseerd , moet de <font color=red><b>motor</b></font> van de Randstad weer op toeren raken ."
"motor/noun/ad20010303/4083"	-10.0998619133955	45.8792674698818	"" We hebben een nieuwe <font color=red><b>motor</b></font> ."
"motor/noun/ad20010331/39543"	30.2105236868241	-3.78108757607441	"De VVT-i <font color=red><b>motor</b></font> wil best een beetje nijdig brommen wanneer deze op toeren wordt gehouden , maar stationair en bij lage toerentallen klinkt ' ie hooguit als een opgevoerde naaimachine ."
"motor/noun/ad20010331/86709"	12.5321974728627	1.48155442779209	"En die auto koop je al voor amper 25.000 gulden , eveneens met een 1.4 <font color=red><b>motor</b></font> !"
"motor/noun/ad20010407/52700"	-36.8503103331678	3.83511186296486	"Vóór de schuiver met zijn <font color=red><b>motor</b></font> maakten Museeuw en Peeters al een afspraak ."
"motor/noun/ad20010414/49430"	40.4598224945812	-24.5973602724296	"En , nooit gedacht : je hoort zowaar de <font color=red><b>motor</b></font> !"
"motor/noun/ad20010426/27482"	34.6777577419403	-33.8577926061286	"Hard gaat de politiewagen niet , maar de <font color=red><b>motor</b></font> maakt een heel ander geluid dan het lullige Dafje van mijn vader ."
"motor/noun/ad20010428/106039"	-1.81583548382836	-12.3783766058095	"De Toyota-ingenieurs hebben niet simpelweg de <font color=red><b>motor</b></font> uit de Avensis in de Previa gestopt , maar nogal wat kleine , doch essentiële wijzigingen aangebracht ."
"motor/noun/ad20010428/53925"	8.97832601649161	-50.077689698207	"Een pittige 1,6 liter <font color=red><b>motor</b></font> drijft de voorwielen aan en doet dat via een perfect schakelende vijfbak ."
"motor/noun/ad20010428/53954"	48.9936747956068	-20.0110107037769	"De <font color=red><b>motor</b></font> laat zich voorturend goed horen , maar het is een kernachtig geluid dat nooit gaat storen , tenzij illegale snelheden worden aangehouden ."
"motor/noun/ad20010509/3314"	-29.3190938506734	32.693577301524	"Hoe dan ook , dit keer bevonden wij ons op 4 mei op het Lauwersmeer , en klokslag acht uur zette de kapitein de <font color=red><b>motor</b></font> af , en iedereen werd aan dek geroepen om twee minuten zijn waffel te houden , en het schip dobberde zachtjes voort tot het uiteindelijk dwars op de wind stil kwam te liggen , en de zon stond laag aan de einder , en alles wat je nog hoorde was een beetje geklots en een verdwaalde zeemeeuw ."
"motor/noun/ad20010511/57178"	-39.0426621190785	-5.36621758706469	"Zo hebben de teams van Prost en Sauber een contract gesloten met Ferrari , dat de teams voor 25 miljoen dollar per seizoen ( per team ) voorziet van een <font color=red><b>motor</b></font> uit 2000 ."
"motor/noun/ad20010526/49737"	12.4749928634238	-56.8038864094421	"ESP achtten de Fransen bij het vermogen van een 1,6 liter <font color=red><b>motor</b></font> niet nodig en terecht ."
"motor/noun/ad20010528/42800"	-45.3573576304369	24.2183373744179	"Daarna begon de <font color=red><b>motor</b></font> te stotteren en moest Janssen gas terug nemen om de race uit te kunnen rijden ."
"motor/noun/ad20010602/65391"	7.68577974717636	-50.7938407186833	"De <font color=red><b>motoren</b></font> met 1,6 liter inhoud zijn potent genoeg om ook de motorprestaties bij de sportieve rijkwaliteiten te laten aansluiten ."
"motor/noun/ad20010602/65425"	19.5679382378717	-12.4999770466323	"Zijn <font color=red><b>motor</b></font> laat zich erg graag in de toeren jagen , alleen bij lagere toerentallen viel de trekkracht tegen ."
"motor/noun/ad20010602/66743"	-8.74722466930765	7.08406311399995	"De <font color=red><b>motor</b></font> is afkomstig van Hyundai ."
"motor/noun/ad20010613/21658"	-26.6471210346608	13.4378731441685	"Voor de bouwers van vliegtuigen en <font color=red><b>motoren</b></font> biedt het apparaat perspectieven ."
"motor/noun/ad20010614/52014"	-70.0782549810937	3.2634726268413	"De renner kwam met zijn <font color=red><b>motor</b></font> in botsing met een auto , waarbij hij zware verwondingen opliep ."
"motor/noun/ad20010712/10788"	-2.64259605256216	-14.9700227319929	"Afgezien van de pretentieuze teksten is de expositie over Harley - met alle ins en outs over de bekendste <font color=red><b>motor</b></font> ter wereld , de wereldwijde populariteit , de voor- en de tegenspoed en het onnavolgbare , karakteristieke geluid - gewoon leuk ."
"motor/noun/ad20010714/60432"	14.2185502770596	-54.8063079447636	"Al kan de Sebring ook met een viercilinder 2,0 liter <font color=red><b>motor</b></font> worden geleverd ."
"motor/noun/ad20010716/24714"	-10.3684571891839	-22.2264929316629	"Brink lijkt even te vergeten dat hij midden in de Beurs van Berlage staat , waar begin volgend jaar prins Willem-Alexander met Máxima Zorreguieta trouwt in een ruimte die nu is gevuld met een dertigtal <font color=red><b>motoren</b></font> : " Alles is mooi aan zo'n oude Harley ."
"motor/noun/ad20010718/1716"	-35.0331600819598	-2.14716123334439	"Ik ben blij dat ik dit mag meemaken , maar had eigenlijk liever op de <font color=red><b>motor</b></font> gezeten ."
"motor/noun/ad20010804/2689"	41.1389343346837	15.2090274195108	"Nadat hij al was overleden , is zijn voet nog op het gaspedaal blijven staan waardoor de <font color=red><b>motor</b></font> op volle toeren bleef draaien ."
"motor/noun/ad20010804/29221"	15.7638796576411	-35.4632900471011	"Door de lage toerentallen van de <font color=red><b>motor</b></font> heb je als inzittende nauwelijks het idee dat je te hard gaat ."
"motor/noun/ad20010811/40445"	15.6630897026134	-53.251955799406	"De <font color=red><b>motor</b></font> is de 5,0 liter grote V8 die ook in de BMW M5 voor aansprekende prestaties zorgt ."
"motor/noun/ad20010811/52604"	-40.6150383878251	-22.9561230762165	"Hun eerste driewielertje is een <font color=red><b>motor</b></font> met zijspan ."
"motor/noun/ad20010901/25059"	56.5239070859702	5.138500822819	"De <font color=red><b>motor</b></font> brult en draait soms enorm hoge toerentallen ."
"motor/noun/ad20010905/14480"	-24.3862198663302	-9.41778905407035	"De <font color=red><b>motor</b></font> blaast met zo gruwelijk veel kracht lucht in de rubberen ` rok ' , dat het futuristisch aandoende vervoermiddel moeiteloos een paar centimeter van de grond komt ."
"motor/noun/ad20010915/57013"	-9.11013839558698	-18.6591521807147	"MASERATI De Spyder , voorzien van een fraai vouwdak en een door Ferrari vervaardigde <font color=red><b>motor</b></font> , heeft F1-schakeling , een nieuw onderstel en veel charme en luxe aan boord ."
"motor/noun/ad20011006/53059"	47.8216534889981	22.2306047262187	"Zodra we bij de plek des onheils komen , laat de kapitein de <font color=red><b>motor</b></font> stationair draaien ."
"motor/noun/ad20011027/55515"	-2.30707977147098	-35.2937565419533	"Alleen is de <font color=red><b>motor</b></font> nogal hoorbaar ."
"motor/noun/ad20011031/28155"	-9.15168991878928	17.2994637192995	"In de verte dient een colonne ambulances met zwaailichten zich aan , geëscorteerd door agenten op <font color=red><b>motoren</b></font> ."
"motor/noun/ad20011103/36854"	-1.4909014431364	-40.7505383421895	"Bovendien is de <font color=red><b>motor</b></font> zo stil , dat we bijna de contactsleutel omdraaiden , terwijl de motor al liep ."
"motor/noun/ad20011103/36867"	56.3778150245569	-3.83993433438714	"Bovendien is de motor zo stil , dat we bijna de contactsleutel omdraaiden , terwijl de <font color=red><b>motor</b></font> al liep ."
"motor/noun/ad20011103/41086"	-51.3710689601107	23.0113399016731	"Het ESP grijpt vrij vroeg in , waardoor de <font color=red><b>motor</b></font> in snel genomen bochten soms automatisch gas terugneemt ."
"motor/noun/ad20011110/44267"	-47.2587424603092	24.3236828295963	"Het gas blijft dan heel even hangen en de <font color=red><b>motor</b></font> valt pas kort daarna terug in toeren ."
"motor/noun/ad20011114/35894"	-18.3817489323243	-37.390178673827	"Aan de hand van vrijwel alle videoclips is te zien hoe een introvert new wave bandje in luttele jaren uitgroeide tot een theatrale rockband , gehuld in zwart leer en zich verplaatsend op ronkende <font color=red><b>motoren</b></font> ."
"motor/noun/ad20011114/8007"	-2.83997789139439	16.3763507383487	"Bestuurders van een <font color=red><b>motor</b></font> met zijspan komen niet in aanmerking voor vrijstelling , omdat het voertuig niet stabiel genoeg is ."
"motor/noun/ad20011201/42540"	-5.1778090769393	7.64378998311141	"Gebruiksvriendelijk ( en goed voor het milieu ) is een ander prototype , de Citroën Saxo met een stop-startautomaat op de <font color=red><b>motor</b></font> ."
"motor/noun/ad20011215/34042"	-41.6696302451449	18.7833846954446	"Het was wel even wennen met tanken ( aan de zijkant van de <font color=red><b>motor</b></font> ) en als je op hoge snelheid gas terugneemt , hapert de injectie eventjes ."
"motor/noun/ad20011219/7467"	-8.02354452912177	43.8000033757039	"De <font color=red><b>motor</b></font> kwam stroef op toeren , maar draaide tenslotte geolied ."
