token	label	LeNC44.L1LLRx5.x	LeNC44.L1LLRx5.y	LeNC77.L1LLR.x	LeNC77.L1LLR.y	LeNC44.L1LLR.x	LeNC44.L1LLR.y	LeNC77.L1LLRx5.x	LeNC77.L1LLRx5.y	LeNC44.ppmi.x	LeNC44.ppmi.y	LeNC77.ppmi.x	LeNC77.ppmi.y	text
parachute/noun/nrc20011026/68644	a	2.85769393644	-1.03058664414	-1.71297044796	0.249296246987	3.71503607069	2.33434825699	2.65286803612	0.131703476882	-0.755690230142	-0.063385198813	0.734060108564	1.41765265302	"Sommige beelden zijn duidelijk verzonnen , zoals de kunstbenen die aan <font color=""red"">parachutes</font> naar beneden komen ."
parachute/noun/nrc20020705/24310	a	-3.93627554013	-3.54000199735	-3.5207007561	-0.0725302889152	7.17339098906	-1.05156359504	-2.83790311994	3.12892663108	3.7749097797	-3.93783242079	-4.75490920448	-1.69400667678	""" Bij de conventionele valschermen had de springer na het ontvouwen van de <font color=""red"">parachute</font> nog ongeveer vijf minuten om eventuele fouten tijdens de sprong te herstellen "" , aldus de woordvoerder ."
parachute/noun/ad20030730/19693	a	-0.796977722639	1.88003467971	1.68097667772	-0.0954780079608	-1.29728792499	0.311811928351	-0.52387923493	-0.265310631352	0.719299784392	0.0155007165435	0.376806224349	1.07901700644	"Een Nederlander is in Frankrijk omgekomen bij een zweefvlucht met een <font color=""red"">parachute</font> ."
parachute/noun/nrc20020916/28219	a	-0.248322055055	1.05389693964	1.50049374593	0.358861219454	-0.119470279542	0.164979631427	0.318032529306	-0.1989743115	-0.351567419192	-0.147240178128	-0.975374210112	0.9148571492	"De vice-voorzitter van de partij , Jürgen Möllemann , sprong deze zomer met een gele <font color=""red"">parachute</font> tussen de badgasten aan de stranden van de Noordzee ."
parachute/noun/nrc20030731/52720	a	-1.10065393564	-2.47993443976	-0.859476278239	1.87101166233	2.64093486933	-2.51357146013	2.26212955779	1.59481798497	-0.655170251429	-1.98608439255	-0.737756525131	2.16777294777	"Op ruim driehonderd meter hoogte wierp hij volgens plan de vleugel af en opende hij zijn <font color=""red"">parachute</font> ."
parachute/noun/nrc20031220/98472	a	3.06997942994	0.760986126307	-0.341927036073	-1.60089678684	1.16941541903	3.68282131441	1.47674424752	-1.518157099	1.30674904159	-4.27271808077	-0.620841235782	5.72522014487	"Maar in juli 1997 vond opnieuw een landing plaats op Mars , aan een <font color=""red"">parachute</font> daalde de Pathfinder neer , die tegen een harde landing werd beschermd door een omhulling van gasballonnen ."
parachute/noun/nrc20031220/99120	a	-3.233407181	3.08834576551	4.05085638087	-0.511425341715	-4.02019437698	-0.853311604084	-2.96253341558	-1.11090151818	2.16556489471	-2.10529368293	0.306515956162	4.15618103437	"Op 3 en 24 januari moeten , alweer met behulp van <font color=""red"">parachutes</font> en gasballonnen , de Nasa-rovers Spirit en Opportunity landen , net als de Beagle-2 in een gebied tamelijk dicht bij de Mars-evenaar ."
parachute/noun/nrc20040501/6485	a	3.62272428634	0.0447688081425	-1.07829340415	-0.851239459678	-0.936172852037	-3.61764434375	2.10536808722	-0.228930042641	-2.17423145512	-2.4676849701	-2.6476226629	2.47899751368	""" Het moment dat de <font color=""red"">parachute</font> openging bij de landing was een hele rare sensatie ."
parachute/noun/nrc20040529/55774	a	2.22996004293	2.12282561233	0.0842645718836	-1.26805625059	0.5348135983	3.16695207847	1.08504628892	-1.11553915382	3.03398980705	-3.00924358857	-0.995194820608	5.11503749634	"De Huygens-sonde , gebouwd door de Europese ruimte-organisatie ESA , duikt dan de oranje dampkring binnen om na een afdaling van ruim twee uur per <font color=""red"">parachute</font> een zachte landing te maken ."
parachute/noun/parool19990325/18826	a	-0.970774427521	1.49579583527	1.34228793199	0.548380511938	-1.00168014966	0.00806216724705	-0.491541363459	0.823361923873	2.13565434603	-0.505873548008	1.22336442553	2.19837414661	"Ook komt tijdens de voorbereiding aan de orde waarover eigenlijk niemand wil nadenken : de kans dat je wordt neergeschoten en met je <font color=""red"">parachute</font> in vijandelijk gebied terechtkomt ."
parachute/noun/parool19990503/49114	a	0.0190331063535	0.249464505083	0.296470962246	0.495690261887	0.943007149629	0.336672978325	0.79038586322	0.564603582797	-1.5425523556	1.49465713094	1.34742811943	2.10424711598	"De piloot werd door een speciale reddingseenheid opgehaald uit vijandelijk gebied , twee uur nadat hij per <font color=""red"">parachute</font> zijn toestel had verlaten ."
parachute/noun/parool19990601/37084	a	1.36136782312	-5.00873553229	-0.605837798938	3.72679224466	6.44902829215	1.825521112	1.56217735493	4.10097955216	-1.30026155854	2.82768445761	-3.02051735108	-0.608869139968	"Ik heb <font color=""red"">parachute</font> gesprongen , ik deed aan autosport , ik duik ."
parachute/noun/parool19990831/4311	a	-2.0716153518	0.0462365143796	1.77525381415	1.80702187598	-0.447501710463	-2.08529260897	-0.524129246812	1.87880066754	-0.578938568471	-0.0476215279474	-1.20219103998	0.621747037398	"Ronald Overdijk ( 37 ) sprong zaterdag met zijn <font color=""red"">parachute</font> van de Dom in Utrecht ."
parachute/noun/parool19991009/7316	a	-2.84005985924	0.568039379098	2.55898012374	1.87604755941	-1.04486573681	-2.48846367746	-1.45108227823	1.68862506345	-0.904970822167	-1.0119420401	-1.91831215719	1.72505669816	"Hij sprong ( met <font color=""red"">parachute</font> ) van het Crock Center Building in Los Angeles ."
parachute/noun/parool20000311/49352	a	0.735289267202	-2.29123138302	-0.217588230006	2.36868385834	2.13124254149	-2.33098169277	2.7226846698	1.40487649954	-0.628318567516	-0.458922338324	-0.525091676	1.30266985629	""" Wie zijn <font color=""red"">parachute</font> als laatste opent , wint , "" riep de opgewonden presentator ."
parachute/noun/nrc20021009/34047	a	2.15550608395	0.181432276044	-0.526709336113	-0.317809685156	1.74850422884	2.15000085332	1.52343903336	-0.372677189447	-0.76181728377	-0.475758810092	0.545024272015	1.78489301718	"De gekken rijden niet alleen met een koets en andere vervoermiddelen door Nederland , er komt er ook een aan een <font color=""red"">parachute</font> naar beneden ."
parachute/noun/ad20021010/8190	a	0.973980405498	0.926891730769	0.395176828435	-0.000638934445334	0.560700361396	1.45261992739	0.455724311665	0.547380571793	0.712922031332	1.39571029401	0.523305041108	-0.671730125332	"Long speelt een zogeheten ` smoke jumper ' ; een brandweerman die zich tijdens bosbranden per helikopter en <font color=""red"">parachute</font> middenin de vuurzee begeeft ."
parachute/noun/ad20020914/27138	a	-0.520118563586	-1.69176066585	0.0184026222981	1.8023188803	1.95740459874	-1.95166755307	1.5807231132	1.61157840605	-0.674516029786	0.275258815988	-0.189554800241	0.566501063061	"Hij springt van hoge gebouwen en bergen en opent zijn <font color=""red"">parachute</font> dan pas op het allerlaatste moment ."
parachute/noun/ad20020824/12653	a	-0.206112785576	-0.169972336291	0.700945723638	1.10372702693	1.25205595254	0.438463570407	-0.0980970458582	1.70606620626	-0.19561601869	2.04932574574	0.212839874365	-1.11692746598	"Een 180 , dat je <font color=""red"">parachute</font> helemaal de andere kant opgaat , heb ik overigens nog nooit gehad . """
parachute/noun/NB_20040831_01/158209	a	-2.79622210712	2.42409065809	3.22721899063	0.243766034408	-2.83347406313	-1.05839563263	-2.46680468702	0.140661934887	1.31339599085	0.909597004847	0.375360890534	-0.337312480485	"Met vier man zijn we toen die <font color=""red"">parachutes</font> uit het boswachtershuisje gaan smokkelen ."
parachute/noun/NB_20041203_01/96267	a	-1.22793289961	-0.232691028541	0.476837653423	1.36167573668	0.289815986467	-1.09518301601	0.254044774225	1.67475530573	-0.0606623821955	0.848331974433	-0.988673184148	0.116505012914	"De basejumpers moesten hun <font color=""red"">parachute</font> vroeg openen om over de ring te kunnen zweven ."
parachute/noun/NB_20041210_01/39085	a	0.885098522094	2.93390386131	1.31976073621	-1.56968043659	-1.24243616285	2.26537995035	-0.495568468482	-1.8325868945	1.47200920098	1.37592677695	1.5467104916	-0.282135403684	"Avonturiers gaan voor de kicks als een ballonvaart ( 129,50 euro ) of een tandemsprong per <font color=""red"">parachute</font> ( 189,50 euro ) ."
parachute/noun/NB_20050126_01/149294	a	1.27554304977	2.86003851298	0.878574283812	-1.45468728158	-1.2768049163	2.54168520672	0.137006555567	-1.44059971264	1.46729539081	1.57742058211	1.62015658083	-0.415476159873	"Op 7 augustus 2003 jatte het duo in Maarkedal een motor Kawasaki , een hogedrukreiniger , een rugsproeier , sneeuwkettingen en een <font color=""red"">parachute</font> ."
parachute/noun/NB_20050223_01/97268	a	-2.33398899867	-1.50945438444	-1.6633661296	1.38580813154	4.15890106714	-0.622578605078	1.24050891367	2.55982952397	0.790346252769	-2.35156965651	-0.645942698635	3.57295260973	"Ze kreeg de lachers op haar hand toen ze vertelde dat ze niet was durven ingaan op de uitdaging van haar schoonvader om per <font color=""red"">parachute</font> te landen in Ramstein ."
parachute/noun/volkskrant20040909/9163	a	-0.365778276814	1.61145665514	1.19650343602	0.0729060567266	-0.83253898919	0.68631410922	-0.174082919435	0.17258079776	1.41731761099	0.360586377676	1.36405799097	0.662652618972	"Om een harde landing te voorkomen , had het voertuig , afgeremd door de <font color=""red"">parachutes</font> , eigenlijk door stuntmannen met een helikopter uit de lucht moeten worden gevist ."
parachute/noun/NB_20050809_01/16170	a	3.08720909212	-1.94654012594	-2.05532559761	0.70036590158	4.23756484913	2.47777113101	2.51280374916	2.22501419737	3.55445737952	0.048657212872	3.14569955187	1.76564717917	""" Ik zal pas herademen als het veer veilig aan de grond staat en als de <font color=""red"">parachute</font> zich ontvouwt om het af te remmen "" , zegt Adrian Thomas , vader van het Australische bemanningslid Andy Thomas ."
parachute/noun/NB_20050826_01/30305	a	-2.25827704548	1.92139878571	3.34019705878	0.272066590363	-2.70947311582	-0.667556434564	-2.07056864659	0.386370218417	4.64745807362	-0.276350718614	4.6510576816	3.92912000901	"De jeeps , die eerder met <font color=""red"">parachutes</font> waren gedropt , stonden al op hen te wachten ."
parachute/noun/NB_20050901_01/34589	a	0.787531795045	1.10523580302	0.736223260808	-0.160802034315	0.342920245399	1.40548352665	-0.200179524959	0.633332579374	0.522727831883	1.47699123481	0.608048766195	-0.398914370364	"Net als papa krijgen ze een <font color=""red"">parachute</font> aan , wat alles nog echter doet lijken . """
parachute/noun/ad19990121/3443	a	1.44232432841	0.215840380031	-0.294921624042	-0.026605486459	1.5376932719	1.48744337764	1.25830267478	0.145350333512	2.690596587	-0.7971230988	-1.87646449137	-0.942247291367	"De piloot ( 22 ) zat niet vastgesnoerd aan zijn schietstoel , waaraan een <font color=""red"">parachute</font> is bevestigd ."
parachute/noun/ad19990610/45662	a	0.139086979162	-0.0453508587755	0.566804317766	0.897464944758	1.43214232456	0.526718874721	0.445881135602	1.07185259906	1.18418186438	-0.969958775754	0.51958949693	2.22864793289	"Als hij de overige bemanningsleden Marja , Non en Henny ( ` achternamen doen we niet aan , veel te ingewikkeld ' ) heeft voorgesteld , kondigt hij aan dat Henny straks de <font color=""red"">parachutes</font> gaat demonstreren : "" In een vliegtuig doen ze dat met zwemvesten , dan doen wij de parachutes ... """
parachute/noun/ad19991122/9694	a	1.05144677269	0.682723234599	0.289698970511	-0.226740331778	0.686103299421	1.13262551827	1.00300845999	-0.454223371454	0.191971475623	0.573313089968	0.998149221409	0.90272701446	"Ze begonnen hun vrije val vanaf een hoogte van 26.500 voet ( ruim 9 kilometer ) en trokken hun <font color=""red"">parachutes</font> open op een hoogte van 3000 voet ( één kilometer ) ."
parachute/noun/ad20000526/33604	a	0.273705848914	-0.517756973926	1.94325379659	1.37193692397	0.87972399228	-1.29071130519	2.00318297371	-0.502015868961	0.27532491355	-1.0677478338	-0.37472530417	2.4417493316	"Het is niet voor het eerst dat een kaper een vliegtuig per <font color=""red"">parachute</font> verliet ."
parachute/noun/ad20000527/60505	a	-0.729728765789	0.798177512788	1.23826616475	0.681364965891	-0.0706715795333	-0.329554270931	0.143267293875	0.427589915389	0.368348233887	-0.168284975825	0.0638424197021	1.93250251696	"De man die donderdag een Filipijnse Airbus kaapte , de passagiers beroofde en met een zelfgemaakte <font color=""red"">parachute</font> uit het toestel sprong , heeft zijn avontuur vrijwel zeker niet overleefd ."
parachute/noun/ad20001109/2729	a	1.3901664989	3.27801852044	1.00906560624	-1.74883886244	-1.62075215243	2.75457105446	0.0382049801455	-1.92604134822	2.00088126973	1.40254797878	1.39401648244	-6.6055153692	"Het Kroatische leger mag tot nader order geen diensthonden meer afwerpen per <font color=""red"">parachute</font> ."
parachute/noun/ad20010125/12227	a	0.348295973878	6.61713879916	-1.09096472228	-3.11103243835	-3.46158881772	6.49802765924	1.1354451501	-3.70623027494	3.91054462832	3.98783104153	4.82568393566	-1.90989472388	""" NASA gebruikte hem als <font color=""red"">parachute</font> bij terugkeer van de ruimtecapsule op aarde . """
parachute/noun/ad20010307/37793	a	-0.960806463796	-3.07844627197	-2.27517076242	1.68056232121	1.48508087901	-3.90922708533	3.3594389507	2.05002941982	-2.16362182399	1.46054380313	-2.67396931703	-0.587940996962	"Tijdens de afdaling zal de man door de geluidsbarrière breken , een snelheid van 1600 tot 1800 kilometer per uur bereiken en pas daarna zijn <font color=""red"">parachute</font> openen ."
parachute/noun/ad20010505/2137	a	-0.528959328921	2.60302089485	2.06592152504	-0.625021130127	-1.85838793523	0.559638179789	-0.691889006111	-0.875124799754	1.72256465854	-1.42986493412	0.252546123903	3.45014411928	"Twee maten landden met de <font color=""red"">parachute</font> bij Uitdam , die overleefden het ."
parachute/noun/ad20010702/17941	a	-2.42066152032	-3.45196849532	-2.10497890153	2.501974957	3.93374452507	-3.62455282076	1.09240441339	4.03094337059	4.0967723144	-1.06796378174	4.6294287652	2.21167177756	"Hij houdt even stil , draait de ` buggy ' en wacht tot de <font color=""red"">parachute</font> genoeg wind vangt ."
parachute/noun/ad20010820/10766	a	0.57964437433	0.0298817551403	0.284364616912	0.710730018346	1.12391665464	0.534455325359	1.03018025856	0.477708637766	0.407607003687	0.411697452292	0.533945733502	0.874086917533	"Twintig meter boven de grond botsten ze tegen elkaar waardoor hun <font color=""red"">parachutes</font> verstrengeld raakten ."
parachute/noun/ad20011205/34370	a	-0.922538818537	2.73840868418	2.24566161665	-0.709000366812	-2.1825285051	0.508279405356	-0.850004463569	-1.04361780487	1.66148123265	-2.19987484246	-0.222937751373	4.34792586997	"De sergeant Belcore landt met een <font color=""red"">parachute</font> , versiert de RAI-Uno babes en hangt , gevolgd door de tv-regisseuse , de macho uit ."
parachute/noun/ad20020413/65782	a	-0.98954375267	0.898453793791	1.45172773058	0.92747883162	-0.331928409697	-0.509432005644	-0.174558731348	0.785488013213	0.423034694135	-0.342598869494	0.172169068277	1.20189203825	""" Doe nu alsof je met een <font color=""red"">parachute</font> uit het vliegtuig springt . """
parachute/noun/ad20020504/77139	a	2.29603215312	3.18873434371	1.01432461981	-2.10879858103	-1.7138515134	3.50052227057	0.541837060963	-2.13821538112	3.86454658694	-1.85643890401	-4.05572189059	-0.626190608964	"Het team van García , dat vorige week in Barcelona zijn plannen openbaar maakte , denkt een maximumsnelheid van 800 kilometer te zullen bereiken , omdat direct na het begin van de sprong twee kleine <font color=""red"">parachutes</font> de springer moeten stabiliseren ."
parachute/noun/ad20020824/12499	a	-0.00979526540939	-4.34089528354	-0.709198246574	3.64498036417	1.77995130658	-5.28556308927	1.41443795582	3.61282637102	-2.89740631007	0.635826012358	-2.64095394274	-0.00935001668908	"Je weet dat normaal je <font color=""red"">parachute</font> opengaat , maar toch ."
parachute/noun/ad20020824/12594	a	0.476366805048	0.667754764985	0.73057688378	0.865998479563	0.434747066009	0.985586376986	-0.0699842868857	1.29721041271	-0.206776085671	1.89100705918	0.122191131138	-0.875266467692	"En toen ik onlangs voor de tweede keer van de Eiffeltoren sprong , had ik voor het eerst een twist , dat de lijnen van je <font color=""red"">parachute</font> gedraaid zitten ."
parachute/noun/parool20000526/29349	a	0.205988957989	-0.436808500431	0.318753228028	0.963788240441	1.33527413354	-0.217551219215	1.03644947607	0.737174013639	0.0797401453648	0.275751731071	0.147680679604	0.619563784782	"De man had zelf een <font color=""red"">parachute</font> van lakens gemaakt , zodat zijn val van 1800 meter nauwelijks werd geremd , aldus de politie ."
parachute/noun/parool20000729/17898	a	2.96935470181	-2.43612765222	3.61384339977	1.60606812039	-1.56103307943	-3.68451188435	-2.76082384915	1.08727670719	-1.02486896188	1.94113420169	-0.307857772212	-1.36375047948	"De <font color=""red"">parachute</font> gaat open . """
parachute/noun/parool20000908/10571	a	2.6021556347	-0.543333897917	-1.41241024595	0.130453222868	3.07063283197	2.35808426238	2.33160536246	0.224922510823	-0.228988472144	1.09550724258	1.32511204398	0.419714323259	"Soms dreig je zelfs te verdwalen in de chaos aan beelden die naar boven komen : zeppelins , <font color=""red"">parachutes</font> , eigen luchtvaart-fantasieën ."
parachute/noun/parool20001118/27762	a	1.90146393063	0.619572882617	-0.0855914004234	-0.278950563887	1.2585522102	2.11508561742	1.25250746344	-0.0476338754192	0.638112382399	0.371206275737	1.32219023993	1.00427960355	"Hij strooide vijftigduizend pamfletten uit boven de stad en ging er zelf , aan een <font color=""red"">parachute</font> , achteraan , in de veronderstelling dat hij een revolutie op gang kon brengen ."
parachute/noun/volkskrant19990109/13447	a	1.54874785177	2.43547994059	0.585429291278	-1.22894315662	-0.659557226994	2.41624286857	0.333689753372	-1.2163155577	1.21481652413	1.72394026874	1.95306077103	-0.450782297969	"De opwaartse druk die de <font color=""red"">parachute</font> uitoefent , voorkomt knieblessures ."
parachute/noun/volkskrant19990522/110652	a	3.87913513951	3.09013492462	-1.60327318509	-1.73773404733	0.41096574654	5.1656629053	1.75146028477	-2.75858537832	3.22774182745	2.56998491863	2.31027096605	-1.57845109335	"Glucksmann ziet meer in verrassingsaanvallen van zeer goed getrainde eenheden , die per <font color=""red"">parachute</font> worden neergelaten en dan stuk voor stuk de Servische militaire haarden oprollen ."
parachute/noun/volkskrant19990528/50413	a	2.30001484094	0.94297899825	-0.372020987335	-0.350166283413	1.72620199362	2.45912221325	1.01106289103	0.83743183338	0.821956308134	2.08871983303	-1.35542650393	-4.17203231924	"Voorzien van geavanceerde snufjes als airbags aan de binnenkant , airbags aan de buitenkant om een noodlanding te verzachten , <font color=""red"">parachutes</font> en een extra computer , want stel dat er eentje uitvalt ."
parachute/noun/volkskrant19991009/31850	a	7.83775492154	-3.57975687771	-6.27396717069	-1.58952494305	7.93433973004	6.39539563897	8.32349404293	1.22694602168	2.95414259001	4.53462702765	4.56671137372	-4.06328092928	"Groningen vanuit luchtballonnen Roxy-sigaretten ( 5 stuks per pakje ) aan <font color=""red"">parachutes</font> omlaag zeilen ."
parachute/noun/volkskrant20000513/24539	a	1.65706175766	0.330295557511	-0.254620623201	0.0175799479276	1.35513414002	1.82146582638	1.14981321481	0.39352612225	0.292804979817	1.28758475404	1.72032388727	-2.44015027282	"Vervolgens vloog hij onmiddellijk naar Düsseldorf , waar hij zich aan een <font color=""red"">parachute</font> liet afwerpen en keurig terechtkwam voor het parlementsgebouw aan de Rijn ."
parachute/noun/volkskrant20000526/61019	a	-0.536869023699	3.35720707697	2.21162865079	-1.13588561595	-2.57286538095	1.29209038583	-1.32359025907	-1.37760600609	-0.0195373458156	5.43800975185	2.71821299889	4.53122905933	"Hangend aan een zelfgemaakte <font color=""red"">parachute</font> verdween de kaper met de zak geld ."
parachute/noun/volkskrant20001230/127220	a	-0.026911568449	-2.19215748951	-1.80209521091	0.544442034026	3.77928704528	1.90251453589	1.79490540392	2.29972960019	-0.151528473014	1.7001757772	0.437442881334	-0.470143358786	"Als Cassini en Huygens over vier jaar aankomen bij Titan , het grootste maantje bij Saturnus , zal de sonde overboord worden gezet om vervolgens hangend aan <font color=""red"">parachutes</font> af te dalen ."
parachute/noun/volkskrant20010426/60368	a	0.788432270208	-0.714789589477	-0.651360328754	0.411998104065	1.19934091553	-1.60865347137	1.675602261	0.262713858156	-2.71368376787	0.130896612751	-2.8331551056	0.663936172358	"Dat heden kan heel spectaculair zijn , zoals de video Jumper #2 ( 2000 ) van Yoshinori Kon. Hij baseerde zijn video op de ervaring van een Amerikaanse luchtmachtpiloot wiens <font color=""red"">parachute</font> tijdens een oefening niet openging ."
parachute/noun/volkskrant20010505/121889	a	0.653309006007	1.39504791509	0.286333537602	-0.380735462487	0.387747606851	1.29227765362	0.755299118783	-0.0918358631131	0.509302208516	2.11451007022	0.380444926561	-0.589840291342	"Toen voor het eerst zijn ontwerpen voor een <font color=""red"">parachute</font> werden getoond , in 1793 , was het net vijftien jaar geleden dat Montgolfier een schaap aan een zeildoek had laten neerdalen van een kerktoren in Avignon ."
parachute/noun/volkskrant20010518/37477	a	1.36635412304	0.0895904991499	0.0424468213017	0.193248581138	1.46379727173	1.48980519791	1.28651208188	0.20530841073	0.617688733821	-0.129697443971	0.611912737875	1.37763894815	"Die luidt immers dat Rudolf Hess op 10 mei 1941 van Augsburg naar Schotland vloog , waar hij het toestel aan een <font color=""red"">parachute</font> verliet boven het landgoed van de hertog van Hamilton ; hij kwam met ' vredesvoorstellen ' ."
parachute/noun/volkskrant20010711/9633	a	2.99801236712	1.14453371372	-0.544525057667	-1.13022221341	1.4295357099	3.09735770816	1.95499778598	-1.05976758887	-1.75434898882	0.0341899628284	2.30737128551	2.09475216396	"Klaas de Vries bungelend aan een <font color=""red"">parachute</font> , nog maar een paar meter van de harde grond verwijderd ."
parachute/noun/volkskrant20010924/57851	a	1.085369823	1.42692044628	0.612832450122	-0.537829227876	-0.0336024098392	1.7815341347	0.494409174207	-0.592074837232	0.762681818782	0.707475008558	0.944080668052	0.466058168457	"Het waren geen gewone <font color=""red"">parachutes</font> , maar drie forse mannen die elk in een soort stoel zaten waaronder een lawaaierige motor draaide ."
parachute/noun/volkskrant20011006/71462	a	6.16391399506	0.316701421407	2.22384000452	4.29520503522	6.86323903031	1.43144036323	-0.325753320677	4.80232299627	-1.31135211653	2.50758283136	-0.484572186511	-1.42461744886	"Dozy lacht : ' Ja <font color=""red"">parachutes</font> , maar die kostten op Java 120 gulden ."
parachute/noun/volkskrant20011109/32551	a	0.786045312652	2.65051319211	1.00154094051	-1.00115028785	-0.740339026999	2.07838645779	-0.0492717675058	-1.00269751176	0.683794723936	2.098477673	0.724797052886	-0.999749836454	"Het Israëlische bedrijf Apco Aviation heeft een <font color=""red"">parachute</font> ontworpen voor mensen die werken in wolkenkrabbers ."
parachute/noun/volkskrant20011109/32597	a	0.207263192286	1.8781679994	1.174015712	-0.546681645448	-0.741062301779	1.29420855687	-0.0327825483375	-0.380771956653	0.61271864119	3.07741290154	3.94949302427	0.240739563131	"Met een koord kan de <font color=""red"">parachute</font> aan een zwaar meubel worden verbonden , zodat het valscherm na de sprong automatisch opengaat ."
parachute/noun/volkskrant20020525/66149	a	-0.113068043513	-3.93653653622	-1.30292073795	3.13279962823	1.48141054262	-4.73568209084	2.96568394761	2.5233558583	-3.00027765795	-0.52627954787	-2.99060277056	0.956895173636	"Van een van hen ging de <font color=""red"">parachute</font> niet open ."
parachute/noun/volkskrant20020705/16199	a	1.5845928994	2.27137810938	0.681708032773	-1.14154636045	-0.691528026851	2.39146977457	0.543218402129	-1.14443123013	-1.21288790202	1.7258611263	2.1466419994	0.216510676031	"Het valscherm van de één vouwde zich om het lichaam van de ander , waarna de overgebleven <font color=""red"">parachute</font> ook nog een scherpe duik maakte ."
parachute/noun/volkskrant20020719/59695	a	6.91911511966	2.23596033036	-3.38731572601	-2.094222241	0.326259589949	7.74570055246	1.99049445981	-4.59234015216	-0.400811960786	3.96291665847	3.32305415766	-1.89920649139	"In Sojoez-voertuigen : Vladimir Komarov , van wie de <font color=""red"">parachute</font> niet werkte bij terugkeer in de dampkring ."
