token	label	LeNC44.L1LLRx5.x	LeNC44.L1LLRx5.y	LeNC77.L1LLR.x	LeNC77.L1LLR.y	LeNC44.L1LLR.x	LeNC44.L1LLR.y	LeNC77.L1LLRx5.x	LeNC77.L1LLRx5.y	LeNC44.ppmi.x	LeNC44.ppmi.y	LeNC77.ppmi.x	LeNC77.ppmi.y	text	LeNC44.L1LLRx5.maxW	LeNC77.L1LLR.maxW	LeNC44.L1LLR.maxW	LeNC77.L1LLRx5.maxW	LeNC44.ppmi.maxW	LeNC77.ppmi.maxW
prof/noun/NB_20001123_01/192570	a	1.60887791285	0.223374367106	1.92696871836	2.6973932531	1.07867233418	0.515365412123	0.870720364972	-1.29088414299	1.03351573202	-0.678701943285	1.93442990576	-0.276172724051	""" Tweedekansonderwijs is geen tweederangsonderwijs "" , waarschuwt de <font color=""red"">prof</font> , al voegt hij er meteen aan toe dat gemiddeld toch een dikke helft van de studenten slaagt ."	6.41	5.12	4.8	6.72	0.66	0.66
prof/noun/NB_20001220_01/144213	a	1.0278551127	1.87063383781	1.59058473899	0.485589723009	1.10313471839	0.8017567451	-0.354766829377	-0.280215813805	-0.449983260151	-0.11311930325	4.02991857378	0.254086825507	" <font color=""red"">Profs</font> vinden dat Isvag-oven dichtmoet"	4.67	3.6	3.1	5.19	0.34	0.37
prof/noun/nrc20010208/68257	a	2.08520994543	0.389431721606	-0.196615211163	2.43353002331	1.15597844442	0.951358701088	1.01398996322	-0.659555991928	2.10117261424	-1.02801912325	1.15675863175	-0.058535473671	""" Ja , in Zuid-Afrika werkt mijn <font color=""red"">prof</font> ook mee ."	6.39	5.4	4.78	7.0	1.13	1.16
prof/noun/NB_20020605_01/27909	a	1.06358650845	-0.982722546794	4.16501230205	0.884142266781	0.488236745708	0.759509305111	3.35096303596	0.948587385279	-3.20788320322	-1.52689514597	-3.28251647409	2.4810527042	" <font color=""red"">Proffen</font> pauzeren tijdens de wedstrijd"	6.41	4.71	4.8	6.31	1.35	1.2
prof/noun/NB_20020514_01/35277	a	-1.11615745533	-0.840288921533	1.18395590315	-5.36363563855	-0.407748526249	0.15571231632	-0.579780189554	5.33292172569	-1.68306225979	0.695592644003	2.07853892455	4.15426386643	"Hij had zelfs geen toegang tot het dodelijke product "" , zegt Virginia Parker , de <font color=""red"">profs</font> eerste echtgenote en moeder van hun twee kinderen ."	5.53	3.07	3.93	4.64	0.52	0.42
prof/noun/NB_20040128_01/78938	a	-7.83588205895	-7.52557749995	14.6174909345	-9.89917409778	-2.49201972142	-5.49351698593	-11.8936545677	2.89133905166	-10.7166263285	-4.31976876762	8.87421115015	6.55911906826	"Leuvense <font color=""red"">prof</font> vindt inplantbaar anticonceptiemiddel veilig"	6.59	4.9	4.99	6.51	3.24	2.8
prof/noun/DS_19990426_01/45357	a	-8.32158797291	-3.40410113634	-5.34593468073	-10.8988582334	1.65810397652	-3.79342762426	-9.35314551831	-4.0861886674	-1.96674229493	-7.60382538677	9.63955717809	-0.430708787392	"Student houdt van klein , <font color=""red"">prof</font> van traditioneel"	6.67	5.39	5.07	6.99	2.72	2.57
prof/noun/LN_20010602_01/159377	a	1.77920863144	1.30837678476	0.721955390824	1.92337801986	1.3712706085	0.789056286398	0.571324915455	-0.595071118617	1.21015001341	-0.660588325892	1.62609712226	-0.791316986848	"Het enige wat ik wist , was dat mijn prof ' de knol ' werd genoemd , en ik heb die <font color=""red"">prof</font> gekozen die naar mijn mening het hardst op een knol leek ( lacht ) ."	7.79	6.86	6.18	8.47	1.13	1.16
prof/noun/ad19990520/69880	a	-1.14927222326	-1.54569037091	7.64567746041	3.60740711682	-0.0796363381615	-0.521754319343	-5.12550312014	-2.27691220442	-1.44424687393	-2.59478825365	10.7840107679	-0.389698834445	" <font color=""red"">Prof</font> ir. K. Kerkstra , landschapsarchitect van de Universiteit van Wageningen , vermoedt dat de waarheid in het midden ligt ."	5.53	3.15	3.93	4.73	0.42	0.52
prof/noun/volkskrant20010428/1947	a	1.37327221874	-1.21798012596	4.44163584719	4.62081395293	1.05149773929	-0.140501350723	0.458530244227	-3.92452325533	0.588673952682	-1.87810357683	3.20475889037	-2.79465477796	"En Anton Zij der veld , de <font color=""red"">prof</font> van Buitenhof , schreef voor het 4 en 5 mei-comité het essay De paradoxen van de vrijheid , waarin hij zegt dat vrijheid het grootst is als je het niet meer beseft dat je vrij bent ."	6.41	4.71	4.8	6.31	0.38	0.28
prof/noun/NB_19991202_01/88102	a	1.18765293906	-1.24748152099	3.26189900597	7.24554222185	1.05493342993	-0.228217906427	2.90093892117	-4.33739797536	-1.41977612153	-3.18520746919	3.97900848103	-3.07894716129	"Het parket was door het Antwerpse OCMW , de werkgever van de <font color=""red"">prof</font> , op de hoogte gebracht dat er klachten waren tegen de man ."	6.41	4.71	4.8	6.31	0.52	0.28
prof/noun/DM_20000921_01/10897	a	2.4207006958	-0.308556075418	2.6738723618	4.43284862001	1.4065246781	0.128957390391	1.12592465015	-3.03625475756	2.22388446767	-2.50920184666	3.34766512732	-3.15160382994	"Je hoeft absoluut geen groene fundamentalist te zijn om het gelijk van de <font color=""red"">prof</font> en de schatrijke sjeik in te zien ."	6.41	4.71	4.8	6.31	1.04	1.17
prof/noun/LN_20040918_01/187522	a	1.67773706322	-0.3698148227	2.25906794698	2.21143312604	1.04793186251	0.359813140589	1.43990131667	-0.844419682954	2.43029165199	-2.19986829251	2.29465104252	-1.19586691961	"De <font color=""red"">prof</font> was mild en gaf hem nog een kans"	6.41	4.71	4.8	6.31	1.02	0.82
prof/noun/parool20000304/32770	a	1.96044161632	-0.251541897422	3.12270615053	5.42769923309	1.22167032251	0.0943491404	1.40299849276	-2.96586696934	1.28349150374	-2.399756978	3.58472934684	-2.81821721273	"Niet door streng te keuren , dat heeft geen zin , zegt <font color=""red"">prof</font> Kees Hoogduin van de particuliere psychologenpraktijk HSK ."	5.53	3.13	3.93	4.7	0.42	0.37
prof/noun/NB_20050822_01/56594	a	1.36960607204	0.172459209974	-0.537050011832	2.27681357319	1.00830440713	0.0389281822129	0.523521444795	-0.14917678644	0.874657983615	-1.03153909656	1.41097058645	-0.58942255807	"Als een echte <font color=""red"">prof</font> legde hij zelfs tussendoor de oorspronkelijke betekenis uit van moeilijke woorden als eucharistie en aanbidding ."	8.59	6.71	6.99	8.32	1.92	1.49
prof/noun/nrc20040529/60762	a	1.34760924047	-0.233638260589	2.7580593764	3.26272205885	0.978917801205	0.305365934213	0.814386295109	-1.90173357653	0.737497574683	-1.40013752648	2.15241097063	-0.958038343104	"Na al die kritiek is het een opluchting dat de <font color=""red"">proffen</font> nog steeds tevreden zijn over hun beroep ."	6.41	4.71	4.8	6.31	0.38	0.36
prof/noun/LN_20051217_02/13545	a	-4.88282378615	-0.360076102677	6.14715361927	-6.88726852175	-1.81752970695	-0.630359539141	-6.70948879204	2.61734183418	-9.94067928489	-8.70816243399	13.3139680144	8.17038914617	" <font color=""red"">Prof</font> arbeidsrecht OVER RISICO'S VAN INTERNETTEN OP WERK"	8.69	6.9	7.08	8.51	4.12	3.56
prof/noun/parool19990414/34830	b	2.38209719008	1.20686769302	0.917884320954	1.94161927096	1.49888565971	1.01400107685	1.51198585563	-0.284546939626	2.078512217	0.183096010292	0.397254219798	-0.212529348936	"Hij is een echte <font color=""red"">prof</font> en hij had zich helemaal op deze wedstrijd ingesteld ."	6.51	5.12	4.91	6.72	1.56	1.25
prof/noun/nrc20001109/72942	b	2.44530052342	0.799213159884	1.2758449082	3.90051651682	1.52283968773	0.786226430562	1.87160246966	-1.72385038006	3.3074671459	-2.04370790847	1.57324018341	-2.4234470272	"Maar ik ben <font color=""red"">prof</font> en moet de beslissing van de trainer accepteren "" , zei Ramzi ."	7.79	6.86	6.18	8.47	1.98	1.42
prof/noun/parool20000904/36413	b	0.76676144549	1.43044021175	0.0578647233259	0.50051170469	0.887353034108	0.523913920654	0.308580240517	0.724927847234	0.950112521528	0.214737751878	0.603391938714	0.239622037732	"Op mijn achttiende , er werd getraind als pure <font color=""red"">profs</font> , echt heel zwaar ."	8.59	6.71	6.99	8.32	2.37	2.31
prof/noun/nrc20010620/27954	b	0.559198115385	1.47414311134	0.13982553206	-0.0679970038951	0.721350524703	-0.0200033577583	-0.386865867735	0.781557482465	-0.218633866541	-0.427383105162	1.7854068215	0.72545910707	"In zijn beginjaren als <font color=""red"">prof</font> kon hij in De Kuip zelden op een basisplaats rekenen ."	8.69	6.9	7.08	8.51	1.92	1.49
prof/noun/nrc20010711/54735	b	1.35104104427	1.48277364107	0.9263546349	1.08654176773	1.17120773359	0.798639381693	-0.0831518309186	-0.416652852446	0.803564695683	-2.5511259694	3.62584271194	0.934938971809	"Van Vliet voelde daar niet voor , omdat hij <font color=""red"">prof</font> wilde worden ."	7.27	5.12	5.66	6.72	2.87	2.31
prof/noun/nrc20010728/83343	b	0.661243386886	-0.434404546727	-2.07139600457	1.12181908291	0.556869005513	0.121878502079	2.15923474322	1.83829261896	2.06859792029	2.33641028074	-2.02643739599	0.517828629686	"Van Heeswijk werd als 21-jarige amateur in het diepe gegooid , tussen de <font color=""red"">profs</font> ."	8.59	6.86	6.99	8.47	5.32	5.18
prof/noun/nrc20020418/55018	b	0.908968547695	0.690531741833	0.945001535498	0.487362428393	0.628377017336	0.775318509559	0.891988619616	0.273467571812	0.90157362039	1.91434579128	-0.701568754327	1.23882245195	"Hij werd op 21-jarige leeftijd beroepsrenner , maar tot de dag van gisteren kon hij de belofte bij de <font color=""red"">profs</font> niet waarmaken ."	8.69	6.9	7.08	8.51	3.08	3.1
prof/noun/nrc20020510/52767	b	-0.220516078125	1.11446532187	-2.47429492721	0.0964446294536	0.20618734824	1.01421264916	1.27018050131	1.92644403262	3.14776663048	3.15103059924	-3.19212252804	-0.311155936757	"Zo trainde hij bij de amateurs van Meerssen en de <font color=""red"">profs</font> van Fortuna Sittard ."	8.69	6.9	7.08	8.51	5.32	5.18
prof/noun/nrc20020422/56027	b	2.24608243046	1.73316578852	2.26708557431	2.53913885664	1.65526151178	0.219913019389	1.78425031614	-0.771811530488	5.25293350882	-2.47573857347	0.496513877744	-5.05735446072	""" Mitja is een op en top <font color=""red"">prof</font> , een rustige , bedachtzame jongen die leeft voor zijn sport ."	6.41	4.71	4.8	6.31	4.64	4.21
prof/noun/parool20000415/72946	b	2.11113409894	2.18283214117	1.52174460414	2.17247496722	1.70203616791	0.518263604416	0.223545996563	-1.13228056206	0.943344233785	-1.27798696573	2.34748570914	-0.782880734483	"En dat ze net als hij <font color=""red"">prof</font> worden ."	7.27	5.12	5.66	6.72	0.8	1.22
prof/noun/nrc20020727/43925	b	0.802693831407	2.04556557825	0.843703664681	-0.554428851369	0.774097750237	1.34275630665	1.29575000028	1.40540987013	0.103296185179	1.43284492344	-0.0999667841845	1.81626423772	"Ik fietste al zolang , ik was <font color=""red"">prof</font> sinds 1977 ."	7.79	6.86	6.18	8.47	2.99	2.43
prof/noun/parool20000111/33003	b	-0.523614305701	0.734877471475	-0.367584963155	-0.44359978522	0.356492125465	-0.0661589279383	-1.43253915032	1.29021703365	-2.8061386487	-0.263274161043	3.40864350784	2.42644420148	"De 34-jarige <font color=""red"">prof</font> van de Rabobankploeg zou in 1993 , toen hij voor de Italiaanse formatie Carrera reed , EPO hebben gebruikt ."	8.59	6.71	6.99	8.32	4.62	4.07
prof/noun/parool19991106/72016	b	2.1410281055	0.616307947247	0.349179991878	3.36564258738	1.31779833025	0.933563320802	1.99300970211	-0.798203093343	2.01551986682	-1.16414826065	1.37707166726	-1.39639861753	""" Ik heb ook met Engelse <font color=""red"">profs</font> gespeeld en zij hadden iets van : lang leve de lol ."	7.79	6.86	6.18	8.47	1.88	1.73
prof/noun/parool19990624/15565	b	1.1263717645	0.169445695008	-1.13740612528	2.97707537984	0.760902433432	0.692849468349	3.04964703059	-0.495999286178	1.80755298823	-0.129738724912	0.534476891665	-1.02212461006	"Tegen de erkende <font color=""red"">profs</font> van Durham hield hij zich verbazingwekkend staande en hij maakte liefst 61 runs ."	6.15	5.12	4.55	6.72	0.75	0.7
prof/noun/nrc20030705/28442	b	0.179452072471	-0.379808135891	3.03239741001	-0.213192513442	0.552224988816	-0.138216795208	-1.31455223488	1.17503405346	-1.00559836164	-0.568537358151	2.53202650385	1.10246007997	"Johnson speelde als <font color=""red"">prof</font> bij de Baltimore Orioles , de Atlanta Braves , de Philadephia Phillies en de Chicago Cubs ."	8.69	6.9	7.08	8.51	1.92	1.49
prof/noun/parool20000523/5353	b	2.44041045465	1.71405734949	0.494132149146	2.41879883291	1.47257286699	1.09530011336	1.60573078559	-0.476388323911	1.88955522157	5.55234741293	-4.13695996377	2.21863789366	"Een afmaker is hij niet , maar Tom Hoedemakers , eerstejaars <font color=""red"">prof</font> uit het Brabantse Eerde , weet dat hij een snelle kilometer in de benen heeft ."	6.41	5.12	4.8	6.72	4.37	3.81
prof/noun/BL_19990225_01/42248	b	3.98552848351	1.00294280549	-1.08829742627	4.28854256919	2.04250616306	1.42257357249	3.36075521289	-1.05266279495	4.29534776534	3.47511983944	-3.41098448222	-2.36261015865	"Maar dan merk je het verschil tussen <font color=""red"">profs</font> en amateurs ."	7.89	6.68	6.29	8.29	5.32	5.18
prof/noun/ad20040626extra/11208	b	1.33885058744	1.81937974314	-1.11725146708	1.49978967718	1.33994791946	-0.191884621137	0.204492920096	0.514716759006	-0.0494716211072	-3.2877700884	0.553075865959	-2.58854425721	"Geniet van het leven als goedbetaalde <font color=""red"">prof</font> en gaf al eens te kennen nooit meer in Zweden te willen voetballen ."	8.59	6.71	6.99	8.32	5.23	4.67
prof/noun/ad20041209/55150	b	-1.11762339943	0.23929444	2.72317778657	-2.54714210731	-0.069189331526	0.273578779356	-2.5801245567	1.59992042431	-1.95898327297	-0.0401433675752	2.93149276827	2.29128725441	"In 1937 was de spits van het Zwolse ZAC de eerste Nederlander die <font color=""red"">prof</font> werd : bij het Franse Metz ."	8.69	6.9	7.08	8.51	1.71	1.35
prof/noun/ad20000526/36012	b	2.82546232792	0.935641172247	0.885022127972	3.16771487334	1.65653223983	0.307751563694	0.827485637396	-1.42300669517	1.09303845673	-1.5188209278	1.8153712666	-1.03296563666	"Je kunt het niet anders dan als <font color=""red"">prof</font> doen ."	8.59	6.71	6.99	8.32	1.92	1.49
prof/noun/ad20000916/17422	b	-1.10707770333	0.510637248459	1.27916029129	-3.23711058978	-0.208374306949	1.08063317457	0.239804660708	3.55822429082	-1.28426038909	2.8294261183	0.0893630458802	3.4721422936	"Fulco van Gulik maakt volgend seizoen de overstap naar de <font color=""red"">profs</font> ."	8.69	6.9	7.08	8.51	3.82	3.4
prof/noun/ad20001102/52474	b	1.69553485828	-0.271860827672	2.8028931743	2.26553962426	0.824080446359	0.756918549934	2.8690065487	-0.337400785479	1.50116022757	0.678121695856	-0.233209564666	-0.981710573094	"Voor het eerst waren <font color=""red"">profs</font> toegestaan , maar de spelers uit de NHL stelden met de vijfde plaats zwaar teleur ."	6.41	4.71	4.8	6.31	0.78	1.29
prof/noun/ad20001208/13537	b	2.50294646937	0.802546258702	1.63743735163	3.05112872847	1.62097011711	0.487567218671	0.962046461912	-1.27501934292	2.05732114492	-1.33105602362	1.49366942697	-1.97152116565	"Advocaat kon echter zijn <font color=""red"">profs</font> niet duidelijk maken hoe die op het Sturm- und Drang-systeem van Kaiserslautern moesten anticiperen ."	6.51	4.79	4.91	6.39	1.56	1.25
prof/noun/ad20010403/27258	b	0.031638615372	1.3012991148	0.96452898052	-1.03274621343	0.394141752024	0.961436863173	-0.179282321035	1.08639590248	-1.24059552149	1.63193575852	1.65349561424	2.45670555383	"Niet voor niets liet hij vijf jaar geleden , net voor zijn overstap naar de <font color=""red"">profs</font> , al weten dat hij ` de grootste golfer wilde worden die ooit heeft geleefd ' ."	6.61	5.27	5.0	6.88	3.82	3.4
prof/noun/ad20010409/17464	b	1.99798058696	1.78179796685	1.31470580439	2.47799125652	1.59823247842	0.43523780591	0.182945850968	-1.18580345258	1.27147899605	-1.53544334425	2.18923831324	-1.02533435412	""" Die jonge jongens moeten alleen <font color=""red"">prof</font> worden als ze er van kunnen leven ."	7.27	5.1	5.66	6.71	1.88	1.73
prof/noun/ad20010426/62969	b	1.7445916326	1.27686780598	0.744528703351	1.50032788452	1.29172100678	0.704972211077	0.664137630334	-0.183874434215	1.21361702576	-0.594700506639	1.24102572506	-0.05646949616	"Hij bezat minder talent dan twee leeftijdsgenootjes van de club , maar dankzij zijn sterke karakter is hij toch <font color=""red"">prof</font> geworden ."	7.27	5.4	5.66	7.0	1.16	1.16
prof/noun/ad20010605/38359	b	1.8527112602	-0.283530829696	1.86981971156	3.65043888477	1.09348657811	0.233147096891	2.10558081142	-1.51228106568	4.59444235021	-6.26700330072	-1.38991417514	-5.27858671914	"Het was beschamend wat ` zijn ' gelouterde <font color=""red"">profs</font> presteerden tegen Estland ."	6.41	4.71	4.8	6.31	4.32	3.76
prof/noun/ad20010605/42823	b	-1.51056104188	-0.924417802757	-4.41599258274	1.8570210374	0.0713204367643	-0.437276622894	-3.73511266284	-1.49580082816	-6.3042940205	1.23857184851	8.40716523438	0.876973541366	"De 20-jarige quarterback speelde twee jaar op de Virginia Tech University , voordat hij naar de <font color=""red"">profs</font> in het american football ( NFL ) overstapte ."	6.38	5.12	4.78	6.72	3.53	3.09
prof/noun/ad20010707/38432	b	-4.23332172807	4.15928557773	1.22106500189	-7.38684561589	-1.91688899411	2.16426851214	-3.14348007474	6.11332686144	-5.86303483768	0.527673238322	1.99485430216	5.949885839	" <font color=""red"">Prof</font> sinds : 1990"	7.23	5.31	5.62	6.91	2.19	5.07
prof/noun/ad20010707/38649	b	-8.02605918966	5.49579878652	2.28857150242	-13.5656135561	-3.95882742917	1.45372831504	-6.55760669006	9.76965570977	-7.69766577952	4.11481750705	0.880952669463	10.7704855062	" <font color=""red"">Prof</font> sinds : 1992 ."	7.23	5.31	5.62	6.91	5.0	4.51
prof/noun/ad20010808/1902	b	2.27704521744	2.07845984352	2.75609835547	3.20997693531	1.81373463745	0.392650125174	1.22357943201	-1.92740492986	0.872539591211	-2.93606754907	3.37425211564	-1.70487275636	"Hoeveel jonge <font color=""red"">profs</font> zijn nog zo idolaat van het spelletje dat ze op een vrije middag bij een amateur-wedstrijdje gaan kijken ?"	6.41	4.71	4.8	6.31	1.38	1.1
prof/noun/ad20020207/37907	b	1.41660881204	-1.28888311545	4.49336213603	3.14692539397	0.663783900726	-0.16090157224	-1.10553351953	-2.90869341442	-12.4386217532	-9.85780447565	-5.2504315588	-15.2919449422	"Ze zijn goedbetaalde <font color=""red"">profs</font> en meer gewend dan de sobere behuizing waar ze de komende tweeënhalve week in Salt Lake City moeten slapen ."	6.41	4.71	4.8	6.31	5.23	4.67
prof/noun/ad20020213/448	b	-0.291700968117	-2.32798708614	6.01677600788	3.73403024577	-0.529301790759	-0.522040330087	-1.08432068355	-4.0667650309	-0.467326523989	-2.11716427234	4.7802365287	-1.88858694766	"Hoeveel krijgen de <font color=""red"">profs</font> van het langebaanschaatsen toebedeeld ?"	5.53	1.55	3.93	2.97	0.15	0.14
prof/noun/ad20020620/36694	b	0.336661265912	1.73369569044	2.25997349025	0.116848125253	0.581617118059	1.02007460594	-0.188922633712	0.190885303772	-2.21465085718	-0.315858815403	2.99180916937	1.62903644975	"Het zijn vooral jonge <font color=""red"">profs</font> zonder contract bij gerenommeerde Europese topclub die op het WK-podium de aandacht willen trekken ."	8.69	6.9	7.08	8.51	2.41	1.85
prof/noun/ad20021010/45576	b	-0.443841503071	0.482098596487	-1.07260294876	-1.43158093384	0.0497362258663	0.823993760815	0.901609295621	2.2911092202	0.449015909311	2.59669362456	-1.45280776731	2.03432825538	"Zeven Nederlandse <font color=""red"">profs</font> wonnen ooit die wereldtitel ."	8.69	6.9	7.08	8.51	3.83	3.54
prof/noun/ad20030512/34022	b	0.999113663491	0.127951340459	-0.663231556418	1.10417578695	0.806247692665	0.380663618106	1.17308207108	0.941873185217	0.91496266239	0.906167260542	-0.302591629578	0.712732303793	""" De eerste rondenwedstrijd die ik als <font color=""red"">prof</font> reed , was de Ronde van Romandië en ik won meteen de eerste etappe ."	8.59	6.86	6.99	8.47	2.03	2.0
prof/noun/ad20030517/74963	b	-0.403516339032	1.3488973089	2.96031197954	-0.580270783042	0.381105931728	0.108995908578	-1.69743403855	0.153677147376	-2.48052270636	-0.781841927365	2.83860750085	2.72090872651	"Misschien speel ik volgend jaar nog enkele toernooien "" , verklaarde de Amerikaan , die sinds 1988 <font color=""red"">prof</font> is en in november vader werd van een zoon ."	7.27	5.31	5.66	6.91	2.19	1.7
prof/noun/ad20030606/48130	b	-0.304396870797	0.798342688303	1.36837191517	-0.515953703277	0.739064767193	-0.360966692015	-1.51657522998	0.889997867838	-0.503336931747	-0.72704225359	2.42058092995	1.02051820127	"Zijn snelle opmars als <font color=""red"">prof</font> werd verstoord door een schorsing voor zes maanden , vanaf augustus 2001 , wegens het gebruik van nandrolon ."	8.59	6.71	6.99	8.32	1.92	1.49
prof/noun/ad20031025/66826	b	6.13966578861	-2.08844290136	-7.42092679866	-2.82932616345	-0.117190153608	3.31074346102	4.80918855268	5.84870063249	2.45112139745	4.28959398752	-4.1280424251	1.23224423023	"Maximaal 96 mannen en 44 vrouwen komen in actie op het open WK , waaraan <font color=""red"">profs</font> en amateurs zullen meedoen ."	7.89	6.68	6.29	8.29	5.32	5.18
prof/noun/parool20000930/72527	b	0.607535004352	1.5194531876	0.643238718849	-0.147979901084	0.555919386366	1.03709495871	1.2562722728	0.974408998366	3.53310827303	-0.503525445847	0.439559953974	-1.39105178008	"Oké , tegen de <font color=""red"">profs</font> van Dordrecht '90 speelde hij vorig jaar met Türkiyemspor een meer dan verdienstelijke wedstrijd ."	6.49	5.27	4.88	6.88	2.31	1.75
prof/noun/ad20040712/30563	b	1.22079086289	0.729647086772	1.65988732851	1.70820096793	0.844322169565	0.797303893351	1.07776423305	-0.597295459437	1.19385119423	-0.147970014297	0.840566681471	-0.579686241728	"De beloften die nu overkomen , denken dat ze het bij de <font color=""red"">profs</font> direct waarmaken ."	8.69	6.9	7.08	8.51	2.07	1.84
prof/noun/ad20041204/82627	b	-0.323358413355	-0.141571140715	-0.113808279285	-2.35000997229	0.0951089891915	0.566984715709	1.69884459979	3.08669783954	0.47274431762	1.12815356869	0.627222611983	1.8103795369	"Tegen Nadal , de speler met het hoogste percentage eerste opslagen van alle <font color=""red"">profs</font> ( 70 procent ) , slechts twee keer ."	5.56	3.5	3.96	5.09	0.75	0.7
prof/noun/nrc20000610/53969	b	0.558249427341	2.49484708477	0.951989808536	-1.02573672537	0.773608612792	1.60910941406	0.912556767113	1.48356195337	0.238266218791	1.2418191412	0.497689139631	1.46572280674	"De laatste keer dat ik probeerde een gesprek met Edgar Davids aan te knopen , was drie jaar geleden voor een wedstrijd van een elftal van Surinaamse <font color=""red"">profs</font> in Utrecht ."	6.49	5.27	4.88	6.88	0.94	1.12
